,BGGId,Name,ImagePath
17977,235488,Istanbul: The Dice Game (2017),https://cf.geekdo-images.com/1Plr8IRp0aXsfWOslhAgZQ__original/img/obry31vcOZx4Fg_bNFa_6mcJgRE=/0x0/filters:format(jpeg)/pic4017301.jpg
17991,235655,Dragon's Breath (2017),https://cf.geekdo-images.com/RSYBEgWwuFyYa6p7zlHtLA__original/img/wG14_JQE2k3VvSk_frWKUZK6T3Y=/0x0/filters:format(jpeg)/pic4016785.jpg
17998,235802,Too Many Bones: Undertow (2018),https://cf.geekdo-images.com/AGN1PRSFmhdUyoTjd-qw8A__original/img/Pl7doTXv2kAvdYGqkmvUYomkpJI=/0x0/filters:format(jpeg)/pic3752850.jpg
18000,235817,Space Explorers (2017),https://cf.geekdo-images.com/lE_Dixf4oIEE0WZATUmRxQ__original/img/Z7KgmMTQBeAeQsaADBSefmiHaJQ=/0x0/filters:format(png)/pic4422790.png
18023,236191,London (Second Edition) (2017),https://cf.geekdo-images.com/TMbEUs1GZpO96P5ubsqQew__original/img/SqRqsqHdyI0R04-efEQpIyzjbIA=/0x0/filters:format(jpeg)/pic3693999.jpg
18027,236217,Timebomb (2016),https://cf.geekdo-images.com/bWnkPpdiF7Eixx0ocxG8Ag__original/img/EHaOyEHQn0NlI_jePBtJpOvUj_0=/0x0/filters:format(png)/pic3132516.png
18040,236457,Architects of the West Kingdom (2018),https://cf.geekdo-images.com/OAX7HfOz-9N60StgADzd0g__original/img/x2Y_DYWrzzleMETfnu7Jm3R8jPo=/0x0/filters:format(png)/pic3781944.png
18071,237087,DropMix (2017),https://cf.geekdo-images.com/6Ukwkk7md1O9mScaToSc8A__original/img/JHb15vx1-P-cSH__qIzjSNXnNdQ=/0x0/filters:format(jpeg)/pic3798872.jpg
18079,237182,Root (2018),https://cf.geekdo-images.com/JUAUWaVUzeBgzirhZNmHHw__original/img/E0s2LvtFA1L5YKk-_44D4u2VD2s=/0x0/filters:format(jpeg)/pic4254509.jpg
18080,237211,Valhalla (2018),https://cf.geekdo-images.com/40EQq5B4yb55OzrQ4C6q5Q__original/img/5xZt3Op7luypV4pBdb81Kbh96-s=/0x0/filters:format(png)/pic4346230.png
18128,238393,Monolith Arena (2018),https://cf.geekdo-images.com/mfw6D4q2vBk13OEKmdCQZA__original/img/lJ6JHYdfQ1CoNRVWSrIXZFGd2SE=/0x0/filters:format(jpeg)/pic4305058.jpg
18134,238546,The Rise of Queensdale (2018),https://cf.geekdo-images.com/6pzry5HDqc1iOgpU3dbDDw__original/img/Q5NOTiGvBt07YRe_mn-OHbbtGnI=/0x0/filters:format(jpeg)/pic4189319.jpg
18136,238638,Castell (2018),https://cf.geekdo-images.com/T421NvY_hmmQ8JNaOi4c8Q__original/img/sZQyw8n3eoHZsJXZIXJ51MBvsYI=/0x0/filters:format(png)/pic3984592.png
18137,238656,Tiny Epic Defenders (Second Edition) (2018),https://cf.geekdo-images.com/RoK67kIg41wz2iWCJgoSWw__original/img/-w_7Lf54NMepG_pIH02VpEzWabg=/0x0/filters:format(jpeg)/pic3594415.jpg
18154,238992,Call to Adventure (2019),https://cf.geekdo-images.com/oz_C4Hwf1Hb6KHt6KTxJJA__original/img/0Yr5q3uSGhilPz2dYe3k2rqFO9Q=/0x0/filters:format(jpeg)/pic4165094.jpg
18160,239188,Chronicles of Crime (2018),https://cf.geekdo-images.com/1BMyuEwK0zV9005oYinYLw__original/img/3OigysLof9HIk4jvV79Cm-tb-gY=/0x0/filters:format(jpeg)/pic4317519.jpg
18163,239307,Unlock!: Secret Adventures (2017),https://cf.geekdo-images.com/AifgmNz_JX1PMZRsqOauVA__original/img/OvwGJdAweM4AccywvZ7EzWwW768=/0x0/filters:format(jpeg)/pic3945063.jpg
18166,239464,Palm Island (2018),https://cf.geekdo-images.com/CPJhhXGPCPIIpsTh-p3UQQ__original/img/o0OXnGNtsBkYd4lupJxcZPpNJgU=/0x0/filters:format(png)/pic3995767.png
18168,239472,Abomination: The Heir of Frankenstein (2019),https://cf.geekdo-images.com/JEEZQn4TaBwHuWiPXTpuYA__original/img/bAQ48mOKXYWHyM3EuglzYwngLxc=/0x0/filters:format(jpeg)/pic4659575.jpg
18175,239840,Micropolis (2018),https://cf.geekdo-images.com/nKpQvbXWcf53bIU2KpPJUw__original/img/K_WoD2lPlOwRWxE_Z5lupcvaVSg=/0x0/filters:format(jpeg)/pic3833546.jpg
18184,239942,Black Rose Wars (2019),https://cf.geekdo-images.com/rr2DdYF5ccQpKpvWsG7EoA__original/img/rET6QKUc2m-4ED8dmNpYZ1Wlqn4=/0x0/filters:format(jpeg)/pic3973771.jpg
18199,240196,Betrayal Legacy (2018),https://cf.geekdo-images.com/F4-UGFUM3FfVLWsgBgpFLQ__original/img/Deoe1xN_faxfkaGFNaG-7l4WPvI=/0x0/filters:format(jpeg)/pic4314964.jpg
18202,240225,Roll to the Top! (2018),https://cf.geekdo-images.com/C3-Yn-TFh1qivVQ4Zkkmww__original/img/m9RrIbcGdVK-4rIRxNk-QUGOfd0=/0x0/filters:format(jpeg)/pic4440341.jpg
18211,240567,Chocolate Factory (2019),https://cf.geekdo-images.com/BshwmBDyZyxqvdUOWjtReA__original/img/3T-3Nmq69fwuPdLhxuzz82mZXEk=/0x0/filters:format(jpeg)/pic4287283.jpg
18225,240855,Lockup: A Roll Player Tale (2019),https://cf.geekdo-images.com/L8WpFpCpleUPwMpskrQMIw__original/img/Om2SUs6D1JpAhC7wZ91TwEGp3A0=/0x0/filters:format(png)/pic3881540.png
18241,241266,Little Town (2017),https://cf.geekdo-images.com/PhNY4VQAob6x4GjWHmbTsQ__original/img/dyyphqMmGF-imUTnPvyJQap3LoM=/0x0/filters:format(jpeg)/pic4624124.jpg
18244,241451,Aeon's End: Legacy (2019),https://cf.geekdo-images.com/quoCefZvHWeaf31_8HvFSA__original/img/y8GWcMFHQSNI754bZlDORXpjLuw=/0x0/filters:format(jpeg)/pic3979852.jpg
18245,241477,Karak (2017),https://cf.geekdo-images.com/Ozyjc11RpT2Tsg-vaAPg1A__original/img/kiuaq1PMYItdDt4MffI6nxlcUqw=/0x0/filters:format(jpeg)/pic6250443.jpg
18255,241724,Villagers (2019),https://cf.geekdo-images.com/rMMSvnXuBPZSihIaVtVT-A__original/img/PivWbEOFSDhHXl2NCHw8xSErORA=/0x0/filters:format(png)/pic4996383.png
18262,241831,Reykholt (2018),https://cf.geekdo-images.com/wU53jsng9uxfxuAoIeTjDA__original/img/FXWnJoKS3LFiOfvAhAxovXE_9Xg=/0x0/filters:format(jpeg)/pic3877054.jpg
18273,242302,Space Base (2018),https://cf.geekdo-images.com/yk9yv8hNWlNesafgXAKNDA__original/img/VeY7nYhUEIu4T6O2QW-VTsmP108=/0x0/filters:format(jpeg)/pic4017302.jpg
18283,242529,Medium (2019),https://cf.geekdo-images.com/gaiG9Iv8S3G6ppC5AKlNIQ__original/img/Qrleq5aHqrsQEcNKin1FYtgp6-E=/0x0/filters:format(png)/pic4912833.png
18287,242574,Century: Eastern Wonders (2018),https://cf.geekdo-images.com/l1xKAcYniMJQNq60H5DdEA__original/img/S37tZ3Ph0N2rryfkjcpgmU4qmCY=/0x0/filters:format(jpeg)/pic3898507.jpg
18291,242639,Treasure Island (2018),https://cf.geekdo-images.com/_jRH6vLRmKoVDtTJoUtZaA__original/img/yzu_wy2ukpTrSLZ7RbyexQV5Ukk=/0x0/filters:format(jpeg)/pic3895468.jpg
18295,242684,Reavers of Midgard (2019),https://cf.geekdo-images.com/RCV5d4ZMgzm20MosK3zADQ__original/img/TQBvSyATFkPKRmILIC14phaxpfQ=/0x0/filters:format(png)/pic3916976.png
18300,242804,Lowlands (2018),https://cf.geekdo-images.com/2uRvcCayqNG38NJQBcESAA__original/img/oqKvrfwO_KxjHMaz9kNlJf_4MlM=/0x0/filters:format(jpeg)/pic4007841.jpg
18313,243430,Dealt! (2018),https://cf.geekdo-images.com/VQvEmtoFrOrjgF18yfh9Lw__original/img/lXbEsAQqO1WdO2UF_D6WhBc8yZg=/0x0/filters:format(png)/pic5518213.png
18331,243759,Hellboy: The Board Game (2019),https://cf.geekdo-images.com/7ZodeqpFRMqqet-xmxkzEg__original/img/vFaDYVUyGp3ybfRW-CXV2B6BTFo=/0x0/filters:format(jpeg)/pic4297042.jpg
18342,244049,Forum Trajanum (2018),https://cf.geekdo-images.com/kB1_q9PhancV1QxSZGMRjA__original/img/iumsl79gAcfRYvcwyh2OrDxnhFc=/0x0/filters:format(jpeg)/pic4196818.jpg
18349,244114,Yellow & Yangtze (2018),https://cf.geekdo-images.com/BxHQLD5nnVltDWXt4OKsgQ__original/img/py1wiNlyhiBknLyhNDd5zsu2zFg=/0x0/filters:format(jpeg)/pic3938502.jpg
18350,244115,Shards of Infinity (2018),https://cf.geekdo-images.com/GfQBoqOl21zQx-Vy-dSHZw__original/img/OFsvutVOnXspJgkpSfw27Wx-AmA=/0x0/filters:format(png)/pic4064509.png
18364,244191,Naga Raja (2019),https://cf.geekdo-images.com/BhWG7lpcdeDtgREf_qoxnw__original/img/DZPHZKfcCd8722GNo6en6GgCWmk=/0x0/filters:format(jpeg)/pic4584504.jpg
18369,244228,Reef (2018),https://cf.geekdo-images.com/I3BgmkjP3g6cRQ4cejoHrg__original/img/m0FXYQ2cNByp2YXLSK632rcH1_Q=/0x0/filters:format(png)/pic5376430.png
18375,244271,Dice Throne: Season Two – Battle Chest (2018),https://cf.geekdo-images.com/lJkCMk1jwCl-KHSPZJCPZQ__original/img/sWgmSr0KiOvb3iGINSg-2huDnSk=/0x0/filters:format(jpeg)/pic4441140.jpg
18380,244330,Scarabya (2018),https://cf.geekdo-images.com/A500elGdm1iBXS_9bicmpA__original/img/CpPwvl-c0_oDPM2m0noKBTMYGcY=/0x0/filters:format(png)/pic4177701.png
18381,244331,Blue Lagoon (2018),https://cf.geekdo-images.com/wFggDB9IbU47-drR4GUQBw__original/img/L4ZGFJOUs0huPAZWNYa8Ol_ra_A=/0x0/filters:format(png)/pic4122624.png
18389,244513,ICECOOL2 (2018),https://cf.geekdo-images.com/IgZB5TaWWO1QLHH5T00MYQ__original/img/Zqbelz4KwjKLRehko4XfhV45g-Y=/0x0/filters:format(png)/pic3950733.png
18390,244521,The Quacks of Quedlinburg (2018),https://cf.geekdo-images.com/pH5LgRL4mNRon-2NsSDb1Q__original/img/8PEJOyuKGbTaEGbUbCoLQy_i65Y=/0x0/filters:format(png)/pic6137509.png
18391,244522,That's Pretty Clever! (2018),https://cf.geekdo-images.com/3-unuy5JW1cC8C6EUBNiOA__original/img/YJRIGmJmT0XuhRbOmLN8VdLfEec=/0x0/filters:format(jpeg)/pic4410877.jpg
18394,244536,Tiny Epic Zombies (2018),https://cf.geekdo-images.com/J0oQSd9GYQuhUfR6xaxC9Q__original/img/xIJMUXuWEzzUqQpBIs9geFWggvI=/0x0/filters:format(jpeg)/pic3937056.jpg
18397,244608,Menara (2018),https://cf.geekdo-images.com/qRwLtZZDhIT1wPD8qjCEUA__original/img/DWcprkKsOtSABH4zfsuD_LI26G0=/0x0/filters:format(jpeg)/pic3944407.jpg
18399,244654,Wildlands (2018),https://cf.geekdo-images.com/WX004-Z0fA065Fk7QDcAsA__original/img/DOFu-Y5lCffAt042mEhghDzZ6EM=/0x0/filters:format(jpeg)/pic3983952.jpg
18403,244711,Newton (2018),https://cf.geekdo-images.com/ZyCjYnNS6VFF1X7e6IFA1A__original/img/4CK6Cx5xj0b0p6r69c7kvDjANGE=/0x0/filters:format(jpeg)/pic4058665.jpg
18418,244916,Drop It (2018),https://cf.geekdo-images.com/kkF3MJrPU-byzAlFbxGYew__original/img/UI0eMd3BQuPDZDEACi8n84GdcQE=/0x0/filters:format(jpeg)/pic3958813.jpg
18419,244918,Exit: The Game – The Mysterious Museum (2018),https://cf.geekdo-images.com/gqM01rOEIl3jiXbJaQTriA__original/img/pBg7vLQwuNuuNMEP7-XIlHxwZ3E=/0x0/filters:format(jpeg)/pic3958801.jpg
18426,244992,The Mind (2018),https://cf.geekdo-images.com/q_JGK291hrhnhiRB0667oA__original/img/8VjZEG278faO9JZwzce3v3EKssI=/0x0/filters:format(png)/pic3979766.png
18428,244995,Illusion (2018),https://cf.geekdo-images.com/jcFaI9hr6iXwpwCZT-ifHA__original/img/UYQwliOVoq0QQFdD-xtBUYd_RuM=/0x0/filters:format(png)/pic3979771.png
18430,245045,Deckscape: Heist in Venice (2018),https://cf.geekdo-images.com/6eb-OGqcxFRydsYMbZ8gPA__original/img/BlZO0KIntU11lCJFh7iaPVR41dk=/0x0/filters:format(png)/pic3949642.png
18437,245197,Deadwood 1876 (2018),https://cf.geekdo-images.com/dClkAV6XTDv9Guu7J0ObXA__original/img/M_UKU7UGYN2JE18C7xDFv9CDSPE=/0x0/filters:format(jpeg)/pic4252510.jpg
18446,245271,Forbidden Sky (2018),https://cf.geekdo-images.com/DkKz70oUiLhhGLSntEaOTw__original/img/aMR_0OJ0hb4JfWQQyaSNjkmTEC4=/0x0/filters:format(jpeg)/pic4177924.jpg
18448,245352,Unlock!: Secret Adventures – A Noside Story (2018),https://cf.geekdo-images.com/CgU69do4FhFfihrUthxg7g__original/img/c1NsOxsEau4bu-04Lt80am0u2mQ=/0x0/filters:format(png)/pic3949884.png
18449,245353,Unlock!: Secret Adventures – Tombstone Express (2018),https://cf.geekdo-images.com/CUWMaQ_EsQYcYUAykAua_A__original/img/2JR95ElqD9rvBqPJ_UmAHR3UCx8=/0x0/filters:format(png)/pic3949891.png
18450,245354,Unlock!: Secret Adventures – The Adventurers of Oz (2018),https://cf.geekdo-images.com/aVVJixXR1kQRMhq0BkdWgA__original/img/4YqUHMJxNDOwUVu5y2GAFvsRkwQ=/0x0/filters:format(png)/pic3949883.png
18459,245422,Werewords Deluxe Edition (2018),https://cf.geekdo-images.com/77oWoTv9Jrd-haIPL_SwwA__original/img/zbdeVtSQSRwoPcIX4t8vNjFXm4I=/0x0/filters:format(jpeg)/pic3966906.jpg
18464,245476,CuBirds (2018),https://cf.geekdo-images.com/Q7gnq4qbG73YRprMOicBEQ__original/img/RzbCRXP3SfXRQh6YBdw9fCNjP_w=/0x0/filters:format(png)/pic4261952.png
18466,245487,Orchard: A 9 card solitaire game (2018),https://cf.geekdo-images.com/tAlkLzFCj-OusgaxQo7SxQ__original/img/QEz5rtHvpnZ_uGaBipjknwQ3gKI=/0x0/filters:format(png)/pic5159434.png
18472,245638,Coimbra (2018),https://cf.geekdo-images.com/JJFHx0RiUBYdy9bHAgVSuA__original/img/zwcZQov_aUfBN0z9J9PzsJqomeI=/0x0/filters:format(jpeg)/pic3956079.jpg
18473,245643,Luxor (2018),https://cf.geekdo-images.com/C9nhhIS2zRuneMt0FBK1zg__original/img/lUDrmhc8SXxr6zn8dLuS3uIhT4g=/0x0/filters:format(jpeg)/pic3955965.jpg
18476,245654,Railroad Ink: Deep Blue Edition (2018),https://cf.geekdo-images.com/x3hjEgkxZE9M96o6wgj6Tw__original/img/aLU9rLTBaZhBK_U6YMUY8mmJnrM=/0x0/filters:format(png)/pic4097632.png
18477,245655,The King's Dilemma (2019),https://cf.geekdo-images.com/FJlTdSMkK5hMNtCympJFmg__original/img/pr_jKPa74JjBBm30Mo9Uj9Jq1-w=/0x0/filters:format(jpeg)/pic5429837.jpg
18489,245931,Neta-Tanka: Deluxe Edition (2019),https://cf.geekdo-images.com/lA-IGC3C5fghAhlZoQRhwg__original/img/kUtxPwWvOZYMIiAVuGguavdPs1A=/0x0/filters:format(jpeg)/pic4766535.jpg
18490,245934,Carpe Diem (2018),https://cf.geekdo-images.com/fsjopscDFCVArzU7fzhVxA__original/img/JJXwLsCeWj_8FOurLToKpdQuvpc=/0x0/filters:format(jpeg)/pic6183704.jpg
18493,245961,Fleet: The Dice Game (2018),https://cf.geekdo-images.com/XbfUcIO4lCp449zLmZ_4_g__original/img/bmL1d0dWkNNR2GUQapasZ27vBak=/0x0/filters:format(jpeg)/pic4460262.jpg
18502,246192,Gizmos (2018),https://cf.geekdo-images.com/zin82Hg4MXck86t8fzbsdA__original/img/_S-XINN0voB1OzExPPgePrOWurM=/0x0/filters:format(png)/pic4169718.png
18503,246200,Piepmatz (2018),https://cf.geekdo-images.com/lM562k2J-ggPAC8poi5DtQ__original/img/tNjmBBvWhnFYVU5_BF40JQDNjeA=/0x0/filters:format(jpeg)/pic4130571.jpg
18508,246297,Shadows: Amsterdam (2018),https://cf.geekdo-images.com/8Ng748hjEj51Ewz1dhMIrA__original/img/fs6akH_7usdwZ00qgQK0Ozwq_P8=/0x0/filters:format(jpeg)/pic4176830.jpg
18531,246663,NEOM (2018),https://cf.geekdo-images.com/mBC0btyr-irypPcXGMYPkg__original/img/lbHWEgDBjWkGdrMVg-x06dF6DQU=/0x0/filters:format(jpeg)/pic4269471.jpg
18532,246684,Smartphone Inc. (2018),https://cf.geekdo-images.com/Ndctxvd7kBXYubeYRKRqzw__original/img/gGL8Fh-pFgTqB3lF-47ClLYLu8s=/0x0/filters:format(jpeg)/pic4258616.jpg
18550,246761,Cahoots (2018),https://cf.geekdo-images.com/HbDx3mCSSnO6XIRhwV3uLg__original/img/2R-FEy1aoczi1skm6wVWc0YFyD0=/0x0/filters:format(jpeg)/pic3989425.jpg
18551,246784,Cryptid (2018),https://cf.geekdo-images.com/qrPLpAnhFgc470ZRuXlvbg__original/img/QenUCVaFRry4-wlimHmeLn226Bo=/0x0/filters:format(jpeg)/pic4037705.jpg
18560,246900,Eclipse: Second Dawn for the Galaxy (2020),https://cf.geekdo-images.com/Oh3kHw6lweg6ru71Q16h2Q__original/img/yW7d4RNfU1ndISCaPlfGYUyxnRU=/0x0/filters:format(jpeg)/pic5235277.jpg
18574,247160,Dinosaur Tea Party (2018),https://cf.geekdo-images.com/x1i5n8m3cczz7WDQKVGWXw__original/img/8-4AK_2fJ3x-UJmwuccPuw_hhGE=/0x0/filters:format(jpeg)/pic4000020.jpg
18578,247236,Duelosaur Island (2018),https://cf.geekdo-images.com/paSj18K2b6r2pH-ax37mNA__original/img/JcGSxEBzYuRL6HYDT7Dd8jn86Qc=/0x0/filters:format(png)/pic4194135.png
18586,247367,"Air, Land & Sea (2018)",https://cf.geekdo-images.com/3wpYeNwO7k_yjpIN7IQwaw__original/img/_qQC98hufgmPn_fwMrP4I0sYKO8=/0x0/filters:format(jpeg)/pic4387681.jpg
18605,247763,Underwater Cities (2018),https://cf.geekdo-images.com/PwOwTVHovJAUQgghnGqCOg__original/img/1WL5-4DZi0hX76HEgsLIYRRaIh4=/0x0/filters:format(png)/pic4837710.png
18617,248005,Ganymede (2018),https://cf.geekdo-images.com/Uz1oTAA1XfxTaZ7FA-3DyQ__original/img/cXvWdR6ppyGk0ZcJ3_Ph4uzHbcY=/0x0/filters:format(jpeg)/pic4044081.jpg
18618,248065,Zombicide: Invader (2019),https://cf.geekdo-images.com/J90Wl4tMo74tS5LtKSSopA__original/img/lYc-4gZdkEtHvp4SP59qH_dMPU4=/0x0/filters:format(jpeg)/pic4023671.jpg
18622,248125,Monumental (2020),https://cf.geekdo-images.com/A1NhQEEKNyavYgOzvdT-XQ__original/img/CMOQasmhjxRZgOCWw3ujPHlnstI=/0x0/filters:format(jpeg)/pic4339963.jpg
18625,248158,Thanos Rising: Avengers Infinity War (2018),https://cf.geekdo-images.com/TeKlMhNIR6G5q-CpOGZANQ__original/img/q0eLNC5sBcpQCYMfiD9J7EBXGkQ=/0x0/filters:format(jpeg)/pic4118068.jpg
18638,248490,Atlantis Rising (Second Edition) (2019),https://cf.geekdo-images.com/WRHngbJkWiKAJ4U8xSySIQ__original/img/TXo07OaiWGK59Zu0IBXbnBpbmag=/0x0/filters:format(jpeg)/pic4895878.jpg
18640,248562,Mage Knight: Ultimate Edition (2018),https://cf.geekdo-images.com/jgsT5y5qKlOR08CuHG7xfw__original/img/mnPgX4nM_l1JnXFE16dAZjGS8sw=/0x0/filters:format(jpeg)/pic4411189.jpg
18652,248861,Metro X (2018),https://cf.geekdo-images.com/uJZj-ugVw_EzKTLcPlGmpA__original/img/JUGbz4iwAE0nms1aFad2bk0capI=/0x0/filters:format(jpeg)/pic5236778.jpg
18655,248900,Ceylon (2018),https://cf.geekdo-images.com/ybZe4A2HsA96dkxMLh_nZg__original/img/gH_RD79wz7jT3Kjgt8IrQOld8TA=/0x0/filters:format(jpeg)/pic4055102.jpg
18668,249259,War Chest (2018),https://cf.geekdo-images.com/BryJNSSDbCohXeaJPx3tpw__original/img/pgmg83e1lUqNo7FTLdscWNDwlPE=/0x0/filters:format(png)/pic4232048.png
18676,249381,The Estates (2018),https://cf.geekdo-images.com/AvC3AzHo8JlcvgKtQ3PDWA__original/img/bLkTdJ11F1JN8zUU4dPjR0J3_2k=/0x0/filters:format(jpeg)/pic4071903.jpg
18696,249703,Gentes: Deluxified Edition (2018),https://cf.geekdo-images.com/6YAI1BsBqc5lqpEDFjFZ7g__original/img/eguMwxoRTeZRXjL8w_pGkkEJ2Vs=/0x0/filters:format(jpeg)/pic5819399.jpg
18698,249746,Nanty Narking (2019),https://cf.geekdo-images.com/QVnxAPBc7rhzQ90WGH-G_Q__original/img/cH6iypKk34JkDjEHGj6laKJ-GeI=/0x0/filters:format(png)/pic6111342.png
18701,249763,Claim 2 (2018),https://cf.geekdo-images.com/lLKWqJzEFSlOU8Cs5G54dg__original/img/1q0pZOcxTcxeXNc50x5j0BQIHKM=/0x0/filters:format(jpeg)/pic4059108.jpg
18722,250442,Crypt (2018),https://cf.geekdo-images.com/Wkr5PpxPAdwM93cbkMSzpA__original/img/HZZoqXBNhjcaym7p5Udvc0Jtzhk=/0x0/filters:format(jpeg)/pic4551004.jpg
18724,250458,Gùgōng (2018),https://cf.geekdo-images.com/HJ263_vhLJ58QUWPvMVbEg__original/img/pUen2yvuqACs8rQ_aEt4SKViEfU=/0x0/filters:format(jpeg)/pic4143114.jpg
18739,250780,Sherlock: Last Call (2018),https://cf.geekdo-images.com/DBkS0rRJGKopG8tHofHQdg__original/img/m5GmJRjTqKTwN_1wSLD2S5U77KY=/0x0/filters:format(jpeg)/pic4382043.jpg
18760,251219,Istanbul: Big Box (2018),https://cf.geekdo-images.com/NLfqGSoi1n4OGzR-lHUiOA__original/img/oQPGLn--ukf5Fk5TJ0G5HU2ADRI=/0x0/filters:format(png)/pic4515115.png
18762,251247,Barrage (2019),https://cf.geekdo-images.com/jEPmWvvYpqkWrKOzqIHFsg__original/img/rkHKwkUqpQC7PAGG7n2gbrcQiUY=/0x0/filters:format(png)/pic4336469.png
18765,251293,Megaland (2018),https://cf.geekdo-images.com/246rJgxtKzCuVTmsAfn62g__original/img/eKbgU2ovJm6ZLlPuB9hsGAM1QjU=/0x0/filters:format(jpeg)/pic4171243.jpg
18772,251412,On Tour (2019),https://cf.geekdo-images.com/KywaOruFGZXOExWYGaMEdw__original/img/pWRLBxuP95YQc5q7Hw75zu-HoqM=/0x0/filters:format(png)/pic4129619.png
18773,251420,Choose Your Own Adventure: House of Danger (2018),https://cf.geekdo-images.com/AJiG7qFyGopupytns6Tm0A__original/img/IAdAthtSBAHpY1deZ_6wpypj3wg=/0x0/filters:format(jpeg)/pic4092537.jpg
18787,251658,Sprawlopolis (2018),https://cf.geekdo-images.com/aZ3I9B_aEywK4O_qP_Hz9w__original/img/70LwdlP8ezNxe00B48mSmzFfStU=/0x0/filters:format(png)/pic4654146.png
18790,251678,Railroad Ink: Blazing Red Edition (2018),https://cf.geekdo-images.com/eNgD_0WGHeO9fPCpgTOBrQ__original/img/oHGao7oKpWzQA6-j842d6WoPM1I=/0x0/filters:format(png)/pic4118864.png
18802,252153,Tang Garden (2020),https://cf.geekdo-images.com/FmElPbRBjK5RmrAC9so5Gw__original/img/oZvUwcb2HsJHq8RfZ9UucPrfC-8=/0x0/filters:format(png)/pic4109518.png
18811,252328,Star Wars: X-Wing (Second Edition) (2018),https://cf.geekdo-images.com/oPYTn7JgqxEsOuJ835WQnw__original/img/f4EpXqRON_VQ94prr6UM4tBabRk=/0x0/filters:format(jpeg)/pic4271201.jpg
18817,252446,Key Flow (2018),https://cf.geekdo-images.com/1o7i-hnpCiWC45QUnSOAgA__original/img/AmohYe_ob-CFkpCntm282LAJNJE=/0x0/filters:format(jpeg)/pic4264435.jpg
18820,252526,Pictomania (Second Edition) (2018),https://cf.geekdo-images.com/AXnDLnuXrmbQRoFpCMvTJA__original/img/TKTOPSUFA-zKMipbpznhxY8E-XU=/0x0/filters:format(jpeg)/pic4122381.jpg
18825,252556,Bosk (2019),https://cf.geekdo-images.com/wanObJ4qujaK6MQ0R71skg__original/img/3G53YFTCQozvdx9KRXY-6-ljcjo=/0x0/filters:format(jpeg)/pic4636173.jpg
18841,252929,Planet (2018),https://cf.geekdo-images.com/bTE1oeN-8Y-RdSpjR0b-2A__original/img/u-ZcZzzK3CLQZZJ-SlHjmSJHzwE=/0x0/filters:format(png)/pic4199323.png
18852,253214,Escape Tales: The Awakening (2018),https://cf.geekdo-images.com/EaijNcf2ENk7n7IOmCm6EA__original/img/jS9_6knUc_3jdBRUXylVmKDsQB8=/0x0/filters:format(jpeg)/pic4263295.jpg
18854,253284,Ticket to Ride: New York (2018),https://cf.geekdo-images.com/v0YHI6x4g8dJdtSqaxMdiA__original/img/U0g-dhZFasfDloAJDxP1NT5ruDI=/0x0/filters:format(jpeg)/pic4132194.jpg
18858,253344,Cthulhu: Death May Die (2019),https://cf.geekdo-images.com/e8D09pfFsUsoX1D81EeoZg__original/img/8_FKwPd8bBL3PFjef8Yjz_sFWSk=/0x0/filters:format(jpeg)/pic4705171.jpg
18863,253398,Lost Cities: Rivals (2018),https://cf.geekdo-images.com/4NaIBUKkBY1KDfPdvYPULw__original/img/AU_dQvK4u8mh2XVD0WDnSmlEwUg=/0x0/filters:format(jpeg)/pic4137630.jpg
18866,253499,A War of Whispers (2019),https://cf.geekdo-images.com/D3Fl15xiRd0QtghO0ZBiRA__original/img/c88Nn0ANeyrOF6cGvmKYazDtVSw=/0x0/filters:format(jpeg)/pic4150994.jpg
18873,253608,18Chesapeake (2020),https://cf.geekdo-images.com/35WEzAn97LPqUhMogcqpfA__original/img/kFxArWp26peqL6tbmFjnSkZ4YO4=/0x0/filters:format(png)/pic4743849.png
18874,253618,5-Minute Marvel (2018),https://cf.geekdo-images.com/I8s45LwMmZAWUTNsAlzC4A__original/img/YTzDHvEd0MClQ5fYLvSDzqPkzBg=/0x0/filters:format(jpeg)/pic4346341.jpg
18875,253635,Ragusa (2019),https://cf.geekdo-images.com/oFFRH_pm2QpxVdb2h4Tgsw__original/img/t-gJfy6fychH-cqQ0vmAqVxOMCI=/0x0/filters:format(png)/pic4329951.png
18877,253664,Taco Cat Goat Cheese Pizza (2018),https://cf.geekdo-images.com/Huss90M3Dw69vZKsl6COaw__original/img/LKWXMPQYZAQI8BEhAlSJO0qmoxc=/0x0/filters:format(png)/pic5197313.png
18879,253684,Spring Meadow (2018),https://cf.geekdo-images.com/RyoXSs5ukUtep7WbiWqTLg__original/img/KRysWsX0z8pQLNbTxad7sOaC06o=/0x0/filters:format(jpeg)/pic4149719.jpg
18893,254018,Solenia (2018),https://cf.geekdo-images.com/lFUcRqTNwRpeGE5DFJocTg__original/img/AHfIcBhKrKd1lgBgtxwx7XGgDX4=/0x0/filters:format(jpeg)/pic4244955.jpg
18908,254192,Harry Potter: Hogwarts Battle – Defence Against the Dark Arts (2019),https://cf.geekdo-images.com/it99zJd4oVWxwvgnmwub-g__original/img/IbZUjDhN2L6MFuq52bJs0m6YRAI=/0x0/filters:format(jpeg)/pic4576575.jpg
